name,id,comment,time,positive_prob,sentiment
现在来听听网易云的美妙音乐吧,475757025,我手拿流星弯月刀 喊着响亮的口号前方何人报上名儿 有能耐你别跑,2019/12/12 13:26,0.393217,0
肖一笑呀,1457623727,老人双臂垂下，轻轻搁在膝盖上，各掐一诀，安详道 “黄蛮儿，为师本事就这么点，学不来开天门，连开天眼也是这般勉强，若是仍然无法为你挡下天劫，莫怪师父啊世人羡长生，道人修清净。老人在生前最后一刻，记起了前几年山脚道观里自己徒弟的打鼾声，一点都不清净,2019/12/12 13:26,0.087471,0
爱菠萝的芒果qp,499271700,人生也不过七十，除了十年的懵懂，十年老弱，只剩下五十。那五十中，又分了日夜，只剩下二十五。遇上刮风下雨，生病，危难，东奔西跑，还剩下多少好日子？ 还不如要眼前欢笑。,2019/12/12 13:26,0.0416051,0
Animalssuv,315577840,哦豁,2019/12/12 13:25,0.716222,2
笑时有酒窝,1645685235,人生当苦无妨,2019/12/12 13:25,0.762981,2
渔枝呀丶,494890775,离渊不破，百川成海！,2019/12/12 13:25,0.637232,2
寒子羽9421,1552376297,抖音喜欢，咋们没办法,2019/12/12 13:25,0.205179,0
看到我请回复我快去写作业,1784755971,看破浮生过半，半之受用无边。,2019/12/12 13:25,0.646549,2
战江山1708,564570904,之前出山，现在该下山了,2019/12/12 13:25,0.435566,0
花落风轻叹,534051344,明年就归山是不是太快了 ,2019/12/12 13:25,0.463724,1
o香x香o,1593566550,忍受别人忍受不了的痛应该可以逃出这深渊吧,2019/12/12 13:24,0.0723779,0
花落风轻叹,534051344,李淳罡愿世间心诚剑士人人会两袖青蛇。李淳罡愿天下惊艳后辈人人可剑开天门。,2019/12/12 13:24,0.941123,2
遥望199920,1631112110,希望自己能成光，温暖别人,2019/12/12 13:24,0.644962,2
余秋枯叶,1455176908,明年是不是该归山了,2019/12/12 13:23,0.394187,0
渔枝呀丶,494890775,灵妙潜通乘风起，太极玄虚若镜清。,2019/12/12 13:23,0.663472,2
_远野贵树_,1419840797,都这么喜欢口水歌 强 ,2019/12/12 13:22,0.859445,2
歌都听烂了没意思不玩了,394352633,黄龙士走到窗口，望向夜空，笑容洒脱，呢喃低语道 “很高兴遇见你们，叶白夔，徐骁，张巨鹿，元本溪，李义山，赵长陵，顾剑棠，纳兰右慈，桓温，齐阳龙，曹长卿，李当心。”,,0.414167,0
噗嗤puchichi,627198801,红薯,2019/12/12 13:22,0.55072,2
花花哈哈还下雨,1843555225,上,2019/12/12 13:22,0.551836,2
EGOIST碎雨,303150742,喜欢这个前奏,2019/12/12 13:21,0.837073,2
Laetitia_M,103053771,要艾特买辣椒也用券嘛啊哈哈哈这名字好搭喔,2019/12/12 13:20,0.77239,2
看到我请回复我快去写作业,1784755971,上去,2019/12/12 13:19,0.519896,1
#NAME?,1917452887,就喜欢这个调调,2019/12/12 13:18,0.818244,2
地狱的天使啊-,1672902287,去年出山，今天下山，明年炸山,2019/12/12 13:17,0.644622,2
是阿星_,1802975728,九月你好，我在等你。,2019/12/12 13:17,0.58257,2
莫醒川,330200823,道法孜然，哈哈哈,2019/12/12 13:17,0.749698,2
小飞侠的鞋,1719442186,法甲，巴黎圣日耳曼,2019/12/12 13:16,0.545755,1
爱不得狠,1869826787,好听 死了,2019/12/12 13:16,0.395024,0
KIMagic,1531516636,请问，为何感觉唱的没有感情呢？,2019/12/12 13:14,0.185193,0
烽火戏诸侯171028,629445079,你可以看一下雪中悍刀行,2019/12/12 13:13,0.532827,1
徐泽说我是他的大呲花,1599921304,小说 雪中悍刀行,2019/12/12 13:13,0.515085,1
Andy丶残雪,1578427950,小说雪中悍刀行，可以去看一下，非常好看,2019/12/12 13:13,0.811992,2
是陌辞辞辞辞a,1889494603,那个年轻人的所有信息我要了。！,2019/12/12 13:13,0.396411,0
青北1901,1722428024,吾乃灵剑真传弟子，现已准备历浩劫，护九州,2019/12/12 13:13,0.37997,0
薛之苏,356076145,雪中悍刀行,2019/12/12 13:12,0.50925,1
Invisible_XXX,406545844,我也哈哈哈,2019/12/12 13:12,0.786595,2
大大大的橘子1,2017086803,不练剑了！,2019/12/12 13:12,0.123952,0
----廾匸----,1609540617,对对对第一个想到的就是王也,2019/12/12 13:12,0.707458,2
他的头上有光环,469502414,起手憾昆仑,2019/12/12 13:11,0.529488,1
他的头上有光环,469502414,蚍蜉撼大树,2019/12/12 13:11,1,1
陈年远方林夏,1678491705,这些个热评我一个都不懂，哪位能解说哈？,2019/12/12 13:11,0.340031,0
焕焕撩妹子,2032248596,来左手跟我一起画条龙,2019/12/12 13:11,0.625188,2
yangjiachemg,318359462,今日解签，宜下江南 ,,0.540208,1
长夜兮,1408862120,大内总管,2019/12/12 13:09,0.539584,1
殇且梦,608814362,徐凤年吧？,2019/12/12 13:09,0.308168,0
我我我阿大威武,542317730,突然提醒了我雪刀还没看完,2019/12/12 13:08,0.244764,0
你叨扰了我的鱼,478325613,加油 愿你身披国旗,2019/12/12 13:08,0.574556,2
流年有鲸,389568786,武道天道一肩抗，不负苍天不负卿,2019/12/12 13:07,0.695626,2
前程似锦_MQT9,1472534344,我想你正在找文案吧，我送你一句，人间忽晚，山河已秋，如若不喜欢，那就念念开头的那三个字吧.,2019/12/12 13:06,0.383131,0
吾乃佛门中人,1816848609,我想成为拳王，祝福自己,2019/12/12 13:05,0.568416,2
不搞事的男孩子,318221648,喜欢这首歌是因为你的喜欢,2019/12/12 13:05,0.945796,2
洛娘5y17,305547494, XUANER699,2019/12/12 13:04,1,1
meat耶,1397938030,好听,2019/12/12 13:04,0.595459,2
it度,1899856387,下山要买菜,2019/12/12 13:03,0.515035,1
原来一阵风,67730905,出山了！,2019/12/12 13:02,0.510359,1
星河长明xxxx,409846073,我也爱你！！！,2019/12/12 13:02,0.534377,1
怼那谁,1743985301,现在说了不就懂了？,2019/12/12 13:02,0.252622,0
我们都好暴躁啊啊,357861394,要想练就绝世武功，就要忍受常人难忍受的痛。,2019/12/12 13:02,0.0322919,0
E-m-p_eror,278272225,我左手一式太极拳，右手夹着一根烟。,2019/12/12 13:01,0.302683,0
知玥倾城,290075019,有没有人决的这首歌和出山特别像,2019/12/12 13:00,0.596103,2
玖度-,621027386,咪咕阅读也可以,2019/12/12 13:00,0.733287,2
zasonPP,561969750,你知道你为什么笑嘛？毫无鉴赏能力，盯着热搜的歌就认为不错不错，拍拍手，真是什么样的歌就什么样的听众呢，吐了,2019/12/12 13:00,0.257682,0
天地为鉴1910,2003365312,不要吧,2019/12/12 12:59,0.227969,0
gjm呵呵,587493556,年初来个出山，年末又来个下山。那明年不得来个炸山 奸笑 奸笑 ,2019/12/12 12:59,0.629721,2
一只大猫----,510163341,还记得小时候一个人经常拿一个木棍想象周围有好多坏人，我是一个大侠，然后用各种招式打，最后玩到累了才停 多多捂脸 ,2019/12/12 12:59,0.866663,2
zasonPP,561969750,我已经左上角了，也请你们这类没有逻辑的听众不要回复了ok？真的吐了，做一手口水歌不容易归不容易，能改变他是口水歌的事实？,2019/12/12 12:58,0.0446334,0
well171004,610016259,要不要买菜,2019/12/12 12:58,0.521903,1
杨齡耶,1366145165,宝藏歌曲,2019/12/12 12:58,0.543294,1
Detroit-Pistons_Rose25,507083638,走着走着，最要好的朋友，不知道有没有见过最高的山岳，最大的江河。走着走着，曾经一 直被人欺负的鼻涕虫，变成了他们当年最厌恶的人。走着走着，脚上就很多年再没穿过草鞋了。,2019/12/12 12:57,0.454606,1
开在夏天的雏菊,281647952,噗 笑了,2019/12/12 12:57,0.556867,2
走开-我一点都不可爱__,1680975798,不喜欢左上角，请您有点素质。至少尊重一下作者，做一首歌不容易,2019/12/12 12:56,0.165957,0
思维者008,1548274165,一贫如洗，富得流油，脱离世俗，吊儿郎当，王总回北京了 咱大北京,2019/12/12 12:56,0.830431,2
Detroit-Pistons_Rose25,507083638,马蹄阵阵。走着走着，家乡老槐树没了。走着走着，心爱的姑娘还在远方。走着走着，年年陇上花开春风里，最敬重的先生却不在了。走着走着，最仰慕的剑客，已经许久未见，不知道还戴不戴斗笠，有没有找到一把好剑。,2019/12/12 12:56,0.667811,2
顾城依,270678129,太好看了,2019/12/12 12:56,0.484534,1
大黑耗子李耗子,1783854745,什么是口水歌,2019/12/12 12:56,0.370434,0
陌玖m,1712920012,不喜勿喷好吗，尊重别人好吗，键盘侠了不起？,2019/12/12 12:55,0.193663,0
缠上孤独,304520222,骑牛的听说你师父临终前给你订了条规矩，,,0.515498,1
丶鱼丶儿丶,1605356742,别在这里恶心人了小屁孩,2019/12/12 12:54,0.0532243,0
思维者008,1548274165,一人之下 王也,2019/12/12 12:54,0.621524,2
-Paper-tiger-,391872451,我打算用这首歌做个视频，大家看看用些什么素材比较好 亲 ,,0.536504,1
想在平庸的生活拥抱你四块五的妞,1620041322,张巨鹿不死，庙堂不会乱王仙芝不死，江湖不会乱徐骁不死，天下不会乱,2019/12/12 12:54,0.0166586,0
the-one-信仰不灭,387164561,哈哈，“我是周树人不是鲁迅”,2019/12/12 12:53,0.555,2
他的头上有光环,469502414,今日解签 宜下江南,2019/12/12 12:52,0.542351,1
外向孤独患者180518,1460547059,金刚芭比来的,2019/12/12 12:52,0.680682,2
zasonPP,561969750,你快去听你的口水歌吧孩子，逻辑也没有，评论电冰箱还让别人学会制冷呢，你们这等听众也让我吐了,2019/12/12 12:52,0.148223,0
希瑶小宝贝,1455847935,不爱听了滚,2019/12/12 12:51,0.49256,1
chemistry丶teacher,1358589102,我不知道，咋了？ ,2019/12/12 12:51,0.102664,0
孄髅嬲,2000046747,在你的歌声里我听到了向往,2019/12/12 12:50,0.422938,0
小顾不要昵称被占用,78794135,红薯龙袍，舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了舒服了,2019/12/12 12:49,0.998679,2
用户494601660,494601660,孜然就是烤烧烤放那个,2019/12/12 12:48,0.550638,2
GorgeousAshe,272523018,鲁迅 劳资随便一句话就是经典，手动狗头.jpg,2019/12/12 12:48,0.390483,0
倪似仴D3,559052537,欣赏这个音乐人，佩服这个作词人。在下佩服佩服,2019/12/12 12:47,0.599385,2
浪人琵琶骨,1956761687,混蛋歌,2019/12/12 12:47,0.456559,1
孩子的天空天,1475798116,nilaiyige,2019/12/12 12:47,1,1
星空下的蔚蓝色,1389481015,咋一听没啥，关了，我居然哼了起来 大哭 ,2019/12/12 12:46,0.0398512,0
郢人逝矣与谁尽言,1746680620,一萧一剑平生意，负尽狂名十五年,2019/12/12 12:45,0.417221,0
华灯初上827,591284634,练就绝世神功,2019/12/12 12:45,0.527463,1
-Paper-tiger-,391872451,过两天我做个视频配一下这歌，真特么好听，都中毒了 奸笑 ,2019/12/12 12:44,0.501586,1
Cheri-VIP,336702833,独孤九剑！,2019/12/12 12:44,0.622717,2
高尔0,1449914238,他好冷漠,2019/12/12 12:44,0.582697,2
zasonPP,561969750,网易云热搜全是这种口水歌？我吐了,2019/12/12 12:44,0.197593,0
一天到黑游泳的鱼,1297933655,好,2019/12/12 12:43,0.747981,2
qanap731arafat,266799462,在下徐凤年,2019/12/12 12:43,0.526738,1
韩三四五,296538449,踏马的这种烂歌又火了,2019/12/12 12:42,0.091255,0
杨瑞豪_,485694228,雪中悍刀行,2019/12/12 12:42,0.50925,1
小顾不要昵称被占用,78794135,有一说一，剑来不如雪中多矣，雪中绝活，当赏,2019/12/12 12:41,0.197761,0
Cheri-VIP,336702833,好听 强 ,2019/12/12 12:40,0.720346,2
吴泽运,1668253574,数甲是麻玩意儿,2019/12/12 12:39,0.460305,1
小顾不要昵称被占用,78794135,我天象老黄当然配,2019/12/12 12:39,0.562643,2
NOBloodNOBoneNOAsh,1657730281,天不生我李淳罡,2019/12/12 12:38,0.550178,2
音挑剔的愚人君,279225494,感觉在哪听过这调调，，，,2019/12/12 12:38,0.475135,1
睡椅Step,252703003,“贫道愿为这世间再修道百年，只求徐脂虎得以飞升！” “洪洗象！你大胆！”,2019/12/12 12:38,0.449715,0
全员爆富,1548704250,爬山，上山也不一定。,2019/12/12 12:37,0.583918,2
声流情游,316320121,“ 自 是 自己 自身 之义， 然 是 如此 之义，“自然”的字面意思便是 自是 自宜 自成 ，简而言之，“自己如此”。老子大量地运用“自化” “自正” “自富” “自扑” “自宾” “自均”等等，都是指的自然而然，无为而成的意思 转自罗中枢先生的 重玄之思 ,2019/12/12 12:37,0.136306,0
忽冷忽热181229,1718573307,爱你,2019/12/12 12:36,0.710728,2
依人憔悴_梦蝶,1529015986,小二，上酒,2019/12/12 12:36,0.638213,2
睡椅Step,252703003,我觉得这首太适合洪洗象了,2019/12/12 12:36,0.459834,1
MyDaringLonely,431431290,小平安都还没娶咱宁瑶呢，急不得,2019/12/12 12:35,0.397416,0
心死不累,1493320721,giao,2019/12/12 12:33,1,1
心静若土,563070378,花粥出山遇上买菜下山 鬼脸 ,2019/12/12 12:32,0.46916,1
暖过星迪,390755670,好期待如果 剑来 翻拍，这首歌配乐的样子,2019/12/12 12:29,0.71192,2
没有由来,559790332,我为什么听到了一个女生的声音？,2019/12/12 12:29,0.194277,0
东京会不会热,382957491,孜然要加烤肉 开心 ,2019/12/12 12:29,0.693469,2
老李啊黑,445560007,雪中大军来啦！,2019/12/12 12:29,0.589264,2
mv姜乐,1764992516,迷辽迷辽 循环一夜都不够 太爱了,2019/12/12 12:28,0.556555,2
karnas,300417640,很难。,2019/12/12 12:26,0.411121,0
灵魂感知的小璐璐,1688230817,武当王也拜见老天师 大笑 大笑 ,2019/12/12 12:26,0.531144,1
仙女的猫猫猫,308973114,安排,2019/12/12 12:25,0.520682,1
花心吖,1982773265,我老是想到那七个小和尚 ,2019/12/12 12:24,0.441501,0
-荆棘鸟----,627512054,“那时候我才十四岁，懂什么。”“你今年几岁？”从不记这个的洪洗象很用心掐指算了算“二十四？二十五？”“那你倒是记得清楚是十四岁见到那女孩？”,2019/12/12 12:24,0.128918,0
特纳中尉,289773825,好好的歌被某音用烂 呲牙 ,2019/12/12 12:23,0.273232,0
杯酒遇故人,130918371,幸得故人而归，还是那少年。,2019/12/12 12:23,0.405364,0
今天还是很冷哈,362934801,在下武当王也,2019/12/12 12:23,0.521321,1
南山听枫,377238530,看你的头像和你的喜欢你的年纪应该不大，等你长大就懂了昂,2019/12/12 12:23,0.357245,0
伽蓝抚雨客-,530805565,致敬鲁迅公,2019/12/12 12:23,0.563558,2
轻吻那片海,600991407,天不生我李淳罡，剑道万古如长夜！！,2019/12/12 12:22,0.514296,1
心光BB,411419589,红天行者,,0.586516,2
心光BB,411419589,我 早就 选择了,2019/12/12 12:20,0.454527,1
_Wubba_lubba_dub_dub-,508527820,定叫你满城悬尽北凉刀,2019/12/12 12:20,0.223695,0
心光BB,411419589,如果 你早已知道结局 还会走进去吗,2019/12/12 12:20,0.540411,1
歪歪side,534225904,我觉得这个特别适合刺客伍六七,2019/12/12 12:20,0.695929,2
心光BB,411419589,忍受常人难忍受的痛 ,,0.054773,0
一条小佩恩Max,2072955000,一会儿出山，一会儿下山，然后该炸山了！,2019/12/12 12:18,0.363232,0
清陌满楼,1486237085,我尼玛看到你这差点没笑死 大哭 ,2019/12/12 12:17,0.0763546,0
wangtianqiii,310015095,我知道你一定会听这首歌的，对不起,2019/12/12 12:17,0.384597,0
杂诗ing,1533783641,爱上辽,2019/12/12 12:17,0.770954,2
智家一只喵,1489589517,这是我觉得很棒的一本书 要看下去哦,2019/12/12 12:15, , 
在下松岗,319363727,小师叔，你可下山了,2019/12/12 12:15, , 
我吃下一朵花,615644284,听听,2019/12/12 12:14,0.574519,2
清陌满楼,1486237085,上面就有个憨憨,2019/12/12 12:13,0.54888,1
徵匶,552281061,总管nb！,2019/12/12 12:13,0.563371,2
CIRCLE_丸子,594162206,今日解签，宜下江南,2019/12/12 12:12,0.540208,1
清陌满楼,1486237085,铁憨憨 大哭 ,2019/12/12 12:12,0.546376,1
孤单又灿烂的神丿,269031172,洪洗象下山？,2019/12/12 12:09,0.4038,0
旧人不覆xxx,320293317,必须的。,2019/12/12 12:07,0.698309,2
你喜欢薛之谦吗,1389914873,好好听 ,2019/12/12 12:07,0.545272,1
洪流七七,328796330,标题和作者连起来看成了 要不要下山买菜,2019/12/12 12:06,0.519739,1
清陌满楼,1486237085,雪中悍刀行 超级赞,2019/12/12 12:05,0.914578,2
薛定谔的表情包,347138607,还没呢，继续下去,2019/12/12 12:04,0.601,2
薛定谔的表情包,347138607,沉下心看一百章，就会喜欢上的，，，我当初看前面一百章看了五遍才看进去,2019/12/12 12:04,0.706741,2
Iris妍,536195594,熬过去就好了熬过去就好了,2019/12/12 12:04,0.701883,2
薛定谔的表情包,347138607,对的,2019/12/12 12:03,0.647202,2
欲无歌,105844270,哈哈哈哈哈哈哈哈哈哈哈 可能是一对 大哭 ,2019/12/12 12:02,0.918426,2
小明1433223,1364070448,这句话配这首歌，没理由不上热评,2019/12/12 12:01,0.345218,0
有变化了,353578412,可以的,2019/12/12 12:01,0.802367,2
小明1433223,1364070448,今日解签，宜下江南,2019/12/12 12:01,0.540208,1
叫我bless呵呵,437938345,真 金刚芭比,2019/12/12 12:00,0.35389,0
叫我bless呵呵,437938345,哈哈哈哈我也想到她了,2019/12/12 11:59,0.837506,2
WxianW,528030728,宋知命记起许多年前一件小事，打趣道 “小师弟，这一年时间你可没少跟世子殿下套近乎，怎么，舍不得那姓徐的红衣姑娘？如果没有记错，当年那女娃娃在大雪天裹了一身大红上山，你眼睛都看直了。”洪洗象苦笑道 “三师兄，连你都来！现在就只剩下小王师兄没笑话我了。那时候我才十四岁，懂什么。,2019/12/12 11:58,0.0852991,0
叫我bless呵呵,437938345,我看了半天歌词，一直在等，师傅，我坚持不住啦，结果不是一首歌哇,2019/12/12 11:58,0.525446,1
HappyoneDay,9504638,太对了,2019/12/12 11:58,0.213448,0
浑浑噩噩q,362976693,多听听吧 估计没几天就要vip了,2019/12/12 11:57,0.43738,0
瘒釁,1563275062,先生,2019/12/12 11:56,0.593411,2
薛定谔的表情包,347138607,雪中悍刀行,2019/12/12 11:55,0.50925,1
热爱中文歌,414996773,像海贼王的少主,2019/12/12 11:54,0.433322,0
夏日的橘子汽水味,1352960177,小落是谁,2019/12/12 11:53,0.378968,0
小刘同志一号,424309137,金刚芭比对我的冲击太大了！,2019/12/12 11:52,0.314877,0
DoooogX,48696339,又是这种口水歌,2019/12/12 11:51,0.446856,0
廖波波波,1509920030,那没事了,2019/12/12 11:51,0.465233,1
饕餮duang666,499037162,来左边跟我画个龙，右手...不好意思走错片场了 呲牙 ,2019/12/12 11:50,0.749474,2
该死的是我,388563348,天不生我李淳罡 剑道万古如长夜,2019/12/12 11:49,0.533721,1
云蠪,1708077520,不知道为什么听到这首歌就让我想到了那个金刚芭比 大哭 大哭 ,2019/12/12 11:47,0.281382,0
您家二狗子,625202426,你跟“买辣椒也用券”是不是一个菜市场的,2019/12/12 11:43,0.273986,0
遇见你时所有月光都落在我身上,277823923,倘若我问心有愧呢？,2019/12/12 11:40,0.365088,0
予我温润如玉,549806474,且尽兴,2019/12/12 11:40,0.610743,2
蜀山学院小道士,383546406,贫道前来围观,2019/12/12 11:38,0.536573,1
akaSennnnn,334499720,自折木剑出江湖，我以手足换手足,2019/12/12 11:34,0.512332,1
江奕吟,2061151180,我什么时候才能盖住我的黑眼圈和难过.,2019/12/12 11:34,0.483788,1
akaSennnnn,334499720,自己折断一手一脚,2019/12/12 11:34,0.536603,1
笑萌萌啊,127410532,北凉，唯有死战！,2019/12/12 11:33,0.443383,0
Coneedy,443576648,这么多 雪中悍刀行 书友吗,2019/12/12 11:33,0.323314,0
那时年少1988,1362984447,哈哈哈，我也是。,2019/12/12 11:33,0.708022,2
合则为梦,46781998,合着写评论都给您一人看的？逼装完了哪凉快哪待着去吧,2019/12/12 11:30,0.230703,0
Becky-贝姬,608461208,每次听这首歌都会想起少年歌行中的道剑仙下山三十年来第一次下山只为去见她心中的小仙女却再也回不去了,2019/12/12 11:30,0.905842,2
阳光下炸了的芋头,422150582,刺身？什么刺身？,2019/12/12 11:30,0.355046,0
3ho王以太,337793483,徐堰兵在此,2019/12/12 11:30,0.498969,1
是刘小姐太迷人,1683165159,雪中悍刀行！小说,2019/12/12 11:29,0.471666,1
庇央,581641107,我雪中当天下第一,2019/12/12 11:26,0.482433,1
你在心里数十个数,368071058,加油,2019/12/12 11:25,0.576334,2
合则为梦,46781998,都是雪中粉来的,2019/12/12 11:25,0.656012,2
-纵使相思入骨-,1688959785,雪中悍刀行,2019/12/12 11:24,0.50925,1
鬼谷先生就是我,1433223922,老黄去也。,2019/12/12 11:23,0.647814,2
Jl_fw,391578735,听这首歌就想到岛主 袁昊必火,2019/12/12 11:23,0.615608,2
ATM的银行卡,1924094318,这歌终究被抖音带 了,2019/12/12 11:23,0.116661,0
jdndkdjkdk,121706771,现在的小年轻师傅与师父不分吗？ 惊恐 惊恐 惊恐 惊恐 惊恐 惊恐 惊恐 惊恐 惊恐 惊恐 ,2019/12/12 11:23,0.504867,1
呆萌的王先森,1290633545,还是喜欢那句天不生我李淳罡剑道万古无长夜,2019/12/12 11:22,0.426075,0
风扇190918,1983578557,蛋一个,2019/12/12 11:19,0.561488,2
喻北北北北北,252950530,你要这么问我也答不出来,2019/12/12 11:18,0.114187,0
Sussie8,98039814,问题来了，小落是谁？,2019/12/12 11:17,0.217838,0
_稚雏,1719542835,剑来！！,2019/12/12 11:17,0.589135,2
仰泳的兔子,122583855,雪中悍刀行,2019/12/12 11:17,0.50925,1
鬼谷先生就是我,1433223922,雪中刀。,2019/12/12 11:17,0.47071,1
如果时光倒流zl,471956024,好听,2019/12/12 11:15,0.595459,2
在貳拾參的年紀喜歡上了你,594790711,师父师父,2019/12/12 11:12,0.645136,2
LUCKBEER,508727632, 多多难过 ,2019/12/12 11:11,0.584091,2
世界第4帅,2059484702,说实话，抖音和快手会让歌变垃圾，也不是说两个软件有什么错，只是这是事实罢了 多多捂脸 ,2019/12/12 11:10,0.00883935,0
张景邰,450801628,这是什么小说啊？,2019/12/12 11:10,0.252713,0
米--桑,114678437,所谓孜然，当然跌配肉啦，来来来吃,2019/12/12 11:07,0.291448,0
奥特曼吃鱼233,552942695,这是啥故事吗,2019/12/12 11:07,0.384942,0
吉他他她,305056207,一听到这歌就想到王也道长咋办,2019/12/12 11:05,0.465858,1
ADC06Uzi666,1906207554,加油,2019/12/12 11:04,0.576334,2
周煜耀,1465709120,希望可以在我歌曲下面评论下谢谢啦,2019/12/12 11:01,0.835604,2
夹荷,505225979,好适合一夜新娘，岛主,2019/12/12 11:00,0.829524,2
薄情少年凯和宣,359773431,灰指甲,2019/12/12 11:00,0.551241,2
甜不la叽-,1787913726,每次跟着唱的时候都想唱左手一只鸡 ,2019/12/12 10:59,0.763774,2
Why--So--Serious-,434006641,螃蟹在剥我的壳笔记本在写我我落在枫叶 和雪花 上而你在想我,2019/12/12 10:59,0.747565,2
请你加油-240,535495400,周煜耀这首歌很好听，我想周煜耀这个人也一定很棒，加油,2019/12/12 10:59,0.967691,2
Mewit_,1544828765,19年高考加分名言,2019/12/12 10:59,0.580396,2
趴啾咪的糯米团_,1521546150,哈哈哈嘎嘎嘎嘎嘎笑死我了啊哈哈哈哈哈哈哈哈哈哈,2019/12/12 10:59,0.987425,2
roooyyyyy,123150359,若今后没有炬火 你便是唯一的光,2019/12/12 10:57,0.315897,0
刘老师是个烂人,329582288,孜然 学名cuminum cyminum L. ，又名 枯茗，孜然芹，在南疆则被称为小茴香。为伞形目，伞形科，孜然芹属的一种一年生或二年生草本。,2019/12/12 10:55,0.886057,2
星空和蒲扇,1598201006,孜然你买羊肉串的时候问老师傅要,2019/12/12 10:54,0.473139,1
长生不老u,1476090731,火了哦,2019/12/12 10:53,0.758201,2
平胸的仙女,516518873,从抖音到网易云,2019/12/12 10:53,0.314472,0
平胸的仙女,516518873,在抖音上刷到过菜菜cover别的歌 当时就觉得好好听,2019/12/12 10:52,0.190563,0
南安冉很丧,1765705310,2018 出山2019 下山2020 上山2021 炸山2022 移山2023 拼山2024 爬山2025 归山,2019/12/12 10:51,0.689828,2
刘老师是个烂人,329582288,孜然 学名 Cuminum cyminum L. ，又名 枯茗 孜然芹，在南疆则被称为小茴香。为伞形目，伞形科 孜然芹属的一种一年生或二年生草本，高20 40cm，全株 除果实外 光滑无毛，花瓣粉红或白色，长圆形，花期4月，果期5月,2019/12/12 10:51,0.885677,2
蜻蜓起舞翼衬月,397885003,你不知小说中的情怀，所以你不懂。,2019/12/12 10:51,0.428291,0
麻辣丶鸡,402540062,来，我左手画彩虹 ，右手画条龙 大哭 ,2019/12/12 10:51,0.61676,2
厚爱无需多言180817,1558062132,“老师傅什么是自然”“孜然嘛，就是烤羊肉串时必须要撒的，来两串嘛两块一串”,2019/12/12 10:50,0.660088,2
徒见笑,320232067,我我我,2019/12/12 10:50,0.496826,1
Unique_Yzh,1555186533,我也是这样想的,2019/12/12 10:50,0.424173,0
青柠檬味的你,1432150239,15后？？,2019/12/12 10:50,0.190733,0
李子木丷,479148948,邓太阿，今日借你一剑，可敢接剑！,2019/12/12 10:49,0.332088,0
倩倩大大大大,402370477,在抖音听过几次 越听越好听啊,2019/12/12 10:47,0.240285,0
刘老师是个烂人,329582288,孜然 学名 Cuminum cyminum L. ，又名 枯茗 孜然芹，在南疆则被称为小茴香。为伞形目，伞形科 孜然芹属的一种一年生或二年生草本，高20 40cm，全株 除果实外 光滑无毛，花瓣粉红或白色，长圆形，花期4月，果期5月。,2019/12/12 10:47,0.918631,2
守候孤独的北半球,1777394257,师傅说 “山下的女人都是老虎”我不信走了一遭俗世自此自戳双目,2019/12/12 10:46,0.354825,0
后来信件仍然已寄出,329817154,烽火戏诸侯的雪中悍刀行，第一遍比较难看懂，得看好几遍才能体验到那有血有肉的江湖，我现在在重温 呲牙 ,2019/12/12 10:45,0.424492,0
凤何以舞-月为谁缺,1720351112,最喜欢那一句 “来！”,2019/12/12 10:44,0.848193,2
我们的征途是星辰大海swat,444130138,去年好像是出山 ,2019/12/12 10:43,0.542069,1
时间会为我们证明一切,1383722005,出山，下山之后谁再唱个上山吧玩笑归玩笑，还是很好听的,2019/12/12 10:43,0.397988,0
Fly双截棍,1296445243,金刚芭比 爱了爱了,2019/12/12 10:41,0.538347,1
Fly双截棍,1296445243,武当王也 拜见老天师,2019/12/12 10:40,0.502435,1
wy冰冷,267831726,“当我受到排挤的时候 你和我站在一边 所以你喝醉的时候 我也会站在你那边 即使你臭气熏天”,2019/12/12 10:40,0.471134,1
s我们都是小怪兽s,496164990,这一年，洪洗象骑鹤下江南,2019/12/12 10:37,0.58988,2
已不见年少模样,511198790,神特么床甲,2019/12/12 10:35,0.498738,1
庄周三梦,1484967136,肺甲楚狂奴,2019/12/12 10:34,0.556665,2
已不见年少模样,511198790,雪中悍刀行是我看了这么多小说中，每个人人物刻画的最好的小说。每个人物都有自己的故事。,2019/12/12 10:34,0.912096,2
愿世界和平_,125473570,小说叫什么,2019/12/12 10:33,0.358209,0
愿世界和平_,125473570,小说叫什么名字,2019/12/12 10:33,0.352677,0
明天天塌下来,401214551,李东西,2019/12/12 10:32,0.474263,1
红豆宝子,476854607,路人甲 大哭 大哭 大哭 ,2019/12/12 10:32,0.51857,1
彬帅J,568817970,很显然口水歌,2019/12/12 10:31,0.515133,1
明天天塌下来,401214551,前奏和牵丝戏一模一样,2019/12/12 10:31,0.592332,2
程然无泪,1669047212,岛主超级帅啊,2019/12/12 10:30,0.877042,2
